,intercolumnar distance ,upper margin,lower margin,exploitation,row number,modular ratio ,interlinear spacing ,weight ,peak number ,modular ratio,class
16,-0.47455699999999995,0.446772,-3.210528,-0.7161609999999999,0.351096,4.8826220000000005,1.050686,-2.2913099999999997,-2.2121630000000003,3.7166580000000002,0
17,0.14263599999999999,-0.377602,0.32809299999999997,-0.039583,0.261718,-0.30798400000000004,0.295677,-0.26638,-0.310094,-0.320967,5
18,-0.22768000000000002,-0.9978459999999999,0.356544,-0.026931999999999998,0.261718,-0.266459,0.484429,-0.387047,0.126447,-0.37451599999999996,3
19,0.10560399999999999,0.20338499999999998,-0.023991,0.9956780000000001,0.261718,1.0208110000000001,0.333428,0.5419609999999999,-0.12300499999999999,0.843016,0
20,-0.042522000000000004,-0.46396499999999996,0.392108,0.22699,0.261718,-0.22493400000000002,1.0129350000000001,0.323829,0.282354,-0.6073729999999999,0
21,0.37716900000000003,0.179832,0.064919,-1.533962,0.261718,-0.266459,0.446679,0.09301799999999999,-0.310094,-0.357277,0
22,-3.498799,-0.369751,0.552147,0.331573,-4.9222150000000005,0.024215,1.352689,-0.232481,-0.247731,-0.554765,4
23,0.13029200000000002,0.8707360000000001,-3.210528,0.06249299999999999,0.261718,0.273364,0.55993,1.488151,0.500624,0.064086,0
24,0.229043,0.572391,0.050694,-0.980138,-0.27455100000000005,-0.01731,0.446679,0.754055,0.219991,-0.13744,0
25,0.09326,0.054213,0.37432600000000005,0.37892600000000004,0.261718,-0.9723809999999999,0.106925,1.9279110000000002,0.9371649999999999,-0.812937,4
26,-0.054866,-0.330495,-3.210528,-0.26745599999999997,0.261718,0.024215,0.371178,0.966576,-0.029461,-0.067399,5
27,0.043885,0.274046,0.182281,0.095763,0.261718,-0.391033,0.295677,0.449194,-0.278912,-0.394829,0
28,0.068573,0.148427,0.111153,0.179577,0.261718,-0.14188399999999998,0.144676,-0.144451,-0.278912,-0.084771,0
29,-0.215336,0.250492,0.47390600000000005,1.1870889999999998,0.17234000000000002,1.0208110000000001,0.220177,0.264592,1.623157,0.938119,10
30,0.056228999999999994,-0.063555,0.310311,-1.048885,0.261718,-0.391033,0.144676,1.100484,0.31353600000000004,-0.31292600000000004,0
31,-3.498799,-0.5660310000000001,0.139604,-5.440122,0.976743,-1.968978,-1.025587,-0.579221,1.747883,-1.212408,8
32,0.056228999999999994,0.124874,0.136047,0.14974,0.17234000000000002,0.397939,0.106925,-0.350682,0.126447,0.42844,0
33,-0.128929,0.705861,0.413447,2.004055,0.6192300000000001,0.480988,-1.629594,1.409538,0.562987,1.76046,11
34,-0.030177999999999996,-0.220579,0.24273899999999998,1.988271,0.17234000000000002,-0.22493400000000002,0.182426,1.346147,-0.091823,-0.173894,0
35,0.24138600000000002,0.23479,0.310311,-1.7109919999999998,0.261718,-1.055431,0.295677,0.300647,0.7500760000000001,-0.9914620000000001,7
36,0.15498,0.289748,0.207175,-0.007298000000000001,0.17234000000000002,-0.8062819999999999,0.069175,-0.24364499999999997,0.18880999999999998,-0.654918,0
37,-0.128929,-0.409007,0.17516800000000002,-0.256565,0.08296100000000001,1.4360600000000001,0.748682,0.917998,0.9995280000000001,0.9969,4
38,-0.240024,0.117022,0.235627,0.902912,0.17234000000000002,-1.055431,0.333428,1.972779,0.9371649999999999,-1.005614,4
39,-0.22768000000000002,0.250492,0.207175,-0.48127600000000004,0.261718,-0.847807,0.408929,0.23498400000000003,1.03071,-0.8503200000000001,4
40,-0.301743,0.171981,0.285416,0.684706,0.17234000000000002,1.0623360000000002,0.182426,1.9367830000000001,1.9349720000000001,1.0113299999999998,10
41,0.15498,-0.330495,0.299642,-0.33363699999999996,0.08296100000000001,-0.723232,0.182426,0.536505,0.095265,-0.629,0
42,-0.079554,-0.338346,0.40989,0.129748,0.17234000000000002,0.231839,0.182426,-0.14163599999999998,0.40708,0.23060300000000003,0
43,-0.178304,0.258344,-0.12357,0.22830300000000003,0.08296100000000001,0.605563,0.824183,-0.28898,0.31353600000000004,0.203805,5
44,-0.16596,-0.134216,0.256965,0.38704099999999997,0.261718,-1.802878,-2.4601029999999997,-0.80442,-1.432627,-1.816756,0
45,0.15498,-0.377602,0.349432,0.70613,-0.006417,-0.432558,-2.950858,0.475463,0.344717,-1.818468,0
46,-0.128929,0.383963,0.23206999999999997,1.248675,0.261718,0.522513,0.295677,-0.061159000000000005,-0.5283640000000001,0.418253,0
47,-0.252367,0.09346900000000001,0.23918299999999998,-0.021440999999999998,0.17234000000000002,2.141982,0.597681,-1.185583,-0.590727,1.675688,0
48,0.167323,0.588093,-0.002652,-0.309259,0.261718,1.103861,0.52218,0.44789300000000004,-0.5283640000000001,0.813156,0
49,-0.00549,0.478177,0.029355000000000003,-0.247644,0.17234000000000002,0.190314,-2.799857,-0.010854,0.157628,-1.44864,0
50,-0.128929,0.022808000000000002,0.19295,0.837775,0.261718,0.8962370000000001,0.106925,0.170602,0.251173,0.88281,0
51,0.29076199999999996,-0.26768600000000004,0.32453699999999996,-0.396177,-1.0789549999999999,-0.515608,0.220177,-0.48072600000000004,-0.060641999999999995,-0.46919700000000003,0
52,-0.042522000000000004,-0.322644,0.310311,0.28729299999999997,0.261718,0.10726500000000001,-0.195078,0.06572,-0.060641999999999995,0.338425,5
53,-0.48690100000000003,-0.03215,0.196506,-0.633748,0.261718,0.688613,0.295677,-0.244693,0.40708,0.579635,0
54,-0.00549,-0.28338800000000003,0.214288,-2.421913,0.17234000000000002,-1.1384809999999999,0.182426,-0.190815,0.781258,-1.009219,2
55,0.043885,-0.17347100000000001,0.285416,-0.775121,0.17234000000000002,0.439463,-0.006326,-0.7526579999999999,-0.590727,0.535513,5
56,-0.351118,-0.314793,0.573485,1.670018,-0.185173,-0.01731,-1.2898399999999999,1.962159,2.402694,0.943254,10
57,-0.116585,-0.6523939999999999,0.5059130000000001,-1.24874,0.261718,-0.764757,-0.081827,-1.6064120000000002,-0.777816,-0.541323,5
58,-0.141273,-0.055704,0.207175,0.246982,0.261718,-0.681707,0.748682,-0.113232,-0.996086,-0.870091,5
59,0.117948,0.171981,0.21784499999999998,1.738109,0.261718,0.397939,-0.119577,0.5146430000000001,-0.091823,0.570955,0
60,-3.461768,-0.20487600000000003,-3.210528,-3.4418370000000005,-3.045274,-1.013906,0.333428,2.338915,-2.461615,-0.9694969999999999,5
61,-2.573011,0.06991499999999999,0.24629600000000001,-3.018853,0.08296100000000001,-2.633375,-0.006326,0.570133,-2.8669740000000004,-2.268932,7
62,0.303106,-0.03215,0.367214,-0.350585,0.17234000000000002,-0.14188399999999998,0.52218,-0.796867,-0.746634,-0.294879,5
63,-0.017834,-0.149918,-2.975805,-1.078156,0.08296100000000001,-0.889332,0.408929,0.284376,-0.37245700000000004,-0.891308,3
64,0.080916,0.588093,0.015130000000000001,0.00225,0.261718,-0.681707,-0.044076,0.604634,0.126447,-0.480204,0
65,0.229043,-0.22843000000000002,0.32453699999999996,-0.8691409999999999,0.261718,-0.9723809999999999,0.106925,-0.408171,0.095265,-0.8254379999999999,5
66,0.327793,-2.426761,0.008017,-0.54498,-0.006417,-0.474083,0.446679,-0.204251,0.095265,-0.537646,0
67,-0.116585,-0.338346,0.584154,1.1438840000000001,0.797987,-1.8859279999999998,-1.2143389999999998,-1.777773,-2.2121630000000003,-1.005277,8
68,0.229043,-0.354049,0.182281,0.210878,0.261718,0.564038,0.484429,-0.019785,-0.091823,0.352034,0
69,-0.252367,-0.008597,-2.044028,0.342613,0.351096,-0.723232,0.408929,1.4038110000000001,1.903791,-0.731951,10
70,0.167323,0.588093,-0.002652,-0.309259,0.261718,0.688613,0.220177,1.009154,-0.029461,0.620213,0
71,0.17966700000000002,0.321153,0.24273899999999998,0.045844,0.17234000000000002,0.439463,0.182426,-0.21576399999999998,0.064084,0.41627600000000003,0
72,0.043885,-0.17347100000000001,0.285416,-0.775121,0.17234000000000002,-0.515608,-2.9131080000000003,0.975332,0.282354,-1.9872509999999999,0
73,0.006853,0.077766,0.342319,-0.12859,0.261718,-0.598658,0.031425,0.42267299999999997,0.064084,-0.442025,5
74,-0.030177999999999996,0.014957,0.26407800000000003,0.374062,0.261718,-0.01731,0.371178,-0.419839,-0.559546,-0.096898,0
75,0.019197,0.038511000000000004,0.19295,0.323367,0.261718,0.314889,0.484429,-0.789353,-0.590727,0.133391,0
76,-0.054866,0.580242,0.032912000000000004,-0.016668000000000002,0.261718,-0.01731,0.55993,0.414149,0.032902,-0.190012,0
77,0.117948,-0.29123899999999997,0.306755,0.25599299999999997,0.17234000000000002,0.06573999999999999,0.673182,0.160138,-0.091823,-0.189301,0
78,-0.252367,-0.401156,0.466793,0.631147,0.261718,0.10726500000000001,-0.044076,-0.260963,0.8748020000000001,0.255762,4
79,0.056228999999999994,-0.09496,0.228514,-0.658066,0.17234000000000002,-0.14188399999999998,0.446679,0.7055739999999999,0.095265,-0.262452,5
80,0.13029200000000002,-0.275537,0.27474699999999996,-0.574878,0.261718,0.605563,0.748682,-0.103679,-0.154186,0.255365,0
81,-0.030177999999999996,-0.063555,0.285416,-1.278877,0.17234000000000002,-0.391033,-0.006326,0.8568399999999999,-0.060641999999999995,-0.23339899999999997,5
82,0.031541,0.20338499999999998,0.086258,0.045008,0.17234000000000002,-0.01731,0.257927,0.548018,-0.247731,-0.039238999999999996,0
83,0.019197,-0.338346,-0.358293,-0.113223,0.17234000000000002,-1.1800059999999999,-0.044076,-0.036521,-3.4906040000000003,-0.927485,0
84,0.043885,-0.157769,0.32809299999999997,0.552225,0.261718,0.9792860000000001,-0.232828,-0.035182,0.18880999999999998,1.1737600000000001,0
85,-0.091897,-0.11851300000000001,0.189393,1.280303,0.261718,-0.14188399999999998,0.031425,-0.22372399999999998,-0.715453,-0.039781,0
86,-0.141273,-1.201976,0.6126050000000001,-0.518872,0.17234000000000002,-0.9723809999999999,0.069175,0.043625,0.344717,-0.807645,3
87,-0.091897,0.258344,0.445454,1.6435819999999999,0.08296100000000001,0.647088,0.6354310000000001,0.549902,-0.341275,0.366163,0
88,0.34013699999999997,-0.29909,0.7192970000000001,-0.43481800000000004,0.17234000000000002,-0.723232,0.446679,0.256263,0.095265,-0.751179,0
89,0.364825,0.289748,0.235627,-0.32379,0.17234000000000002,-0.266459,-0.081827,0.541262,0.18880999999999998,-0.076429,0
90,0.006853,0.077766,0.342319,-0.12859,0.261718,-0.14188399999999998,0.446679,-0.484318,-0.247731,-0.250722,5
91,0.37716900000000003,0.109171,0.317424,-1.6582970000000001,-0.9001979999999999,-1.1800059999999999,0.295677,-1.003156,-0.154186,-1.098065,5
92,0.192011,-0.369751,0.278304,-0.659618,0.261718,-0.557133,-0.006326,-0.995138,-0.684271,-0.386571,5
93,0.10560399999999999,0.014957,0.37788299999999997,-0.43222200000000005,0.261718,-1.013906,0.220177,-0.373398,0.375899,-0.917985,7
94,0.080916,0.20338499999999998,0.310311,0.26950999999999997,0.261718,-0.432558,0.597681,1.124112,0.46944300000000005,-0.572533,7
95,-0.252367,0.28189699999999995,0.14671700000000001,-0.082938,0.261718,1.519109,0.182426,-0.714837,0.219991,1.393718,0
96,-0.10424100000000001,-0.456114,0.484575,0.14380199999999999,0.261718,-0.349509,0.408929,0.196444,-0.341275,-0.41224799999999995,5
97,-0.178304,0.258344,-0.12357,0.22830300000000003,0.08296100000000001,0.10726500000000001,0.333428,-0.9022540000000001,-0.5283640000000001,0.026389,6
98,1.3770200000000001,-0.063555,0.349432,0.40571999999999997,0.17234000000000002,-0.391033,0.6354310000000001,-0.66923,-0.403638,-0.54776,0
99,-0.277055,-0.251983,-3.203415,1.9579259999999998,0.261718,1.0623360000000002,0.144676,0.7852939999999999,1.217798,1.010835,0
100,-0.030177999999999996,0.30545100000000003,-3.203415,-0.130828,0.17234000000000002,0.647088,0.106925,1.309044,0.62535,0.6688430000000001,0
101,-0.042522000000000004,-0.17347100000000001,0.644613,0.089437,-0.989576,-1.470679,-1.440842,-0.99603,0.18880999999999998,-0.4708,8
102,0.15498,-0.3619,0.40989,-0.17194500000000001,0.261718,0.14879,0.55993,-0.403667,-0.029461,-0.052655999999999994,0
103,0.15498,0.23479,0.210732,0.643738,0.17234000000000002,0.231839,0.257927,0.22063600000000003,-0.247731,0.185614,0
104,0.229043,0.807926,-0.052441999999999996,0.082634,0.261718,0.564038,0.333428,-0.44977799999999996,-0.43482,0.429911,0
105,0.562327,0.046362,0.210732,-1.052078,0.976743,0.10726500000000001,-0.006326,-0.193262,0.562987,0.223816,0
106,0.15498,-0.189174,0.24629600000000001,-1.223587,0.08296100000000001,0.190314,0.069175,1.559639,0.001721,0.280499,0
107,-0.277055,0.038511000000000004,0.42056000000000004,3.9871519999999996,0.17234000000000002,1.643684,0.6354310000000001,1.802545,1.9661540000000002,1.229745,10
108,-0.116585,0.30545100000000003,0.036468,-0.41038,0.261718,-1.802878,0.295677,0.43705900000000003,1.24898,-1.6591470000000001,4
109,0.117948,0.06991499999999999,0.338762,-1.2960040000000002,0.261718,-1.678304,0.220177,-1.981712,-0.9649049999999999,-1.5136049999999999,5
110,0.488263,-0.49537,0.111153,0.334258,0.976743,-0.9723809999999999,-1.403091,-0.591258,0.438262,0.019699,8
111,-0.030177999999999996,0.022808000000000002,0.157386,-0.771451,0.261718,2.9309540000000003,0.899684,-1.89178,-2.118619,2.144741,0
112,0.15498,-0.275537,0.41700299999999996,0.813815,0.261718,0.356414,0.446679,0.49499499999999996,0.219991,0.176403,0
113,-0.00549,-0.20487600000000003,0.32098000000000004,-0.694588,0.261718,-0.058835000000000005,0.408929,-0.395629,-0.559546,-0.17252,5
114,-0.33877399999999996,-0.197025,0.530808,1.1462709999999998,0.708609,-0.8062819999999999,-1.2898399999999999,0.698993,0.531806,0.133295,11
115,1.0190489999999999,0.030659,0.335206,-2.318136,-4.654081,-0.847807,0.6354310000000001,-0.908603,-0.247731,-0.950908,0
116,0.661077,-0.20487600000000003,-3.075385,0.47103599999999995,1.0661209999999999,-0.058835000000000005,-1.063338,1.480948,1.9349720000000001,0.763609,8
117,0.883267,-0.314793,0.086258,-1.3378370000000002,0.976743,-1.2630549999999998,-1.667344,0.683654,1.810246,-0.108556,8
118,0.204355,0.36040900000000003,0.139604,0.299019,-0.095795,-0.183409,0.748682,0.992049,0.812439,-0.440747,0
119,0.648733,0.242641,-0.045329,-0.44415699999999997,0.261718,0.024215,0.6354310000000001,0.965159,0.251173,-0.200717,0
120,0.031541,-2.426761,0.37077,0.77977,0.17234000000000002,0.730137,0.824183,-0.32557800000000003,0.032902,0.30291,5
121,-0.116585,-0.016447999999999997,0.288973,0.48374700000000004,0.17234000000000002,-0.183409,0.371178,1.1580700000000002,0.344717,-0.242006,0
122,-0.153617,-0.087108,0.299642,0.689629,0.261718,0.06573999999999999,0.144676,0.29956,0.219991,0.105724,5
123,-0.202992,0.36826,0.388552,0.915832,0.17234000000000002,0.314889,0.257927,0.71835,0.594169,0.24944499999999997,0
124,-0.635027,-0.448263,0.299642,1.407861,0.17234000000000002,0.231839,-1.1010879999999998,0.569026,1.342524,1.130664,11
125,0.14263599999999999,-0.448263,0.438342,0.978909,0.261718,2.308081,0.069175,-1.1969610000000002,-0.87136,2.1860779999999997,0
126,-0.32643,0.321153,0.285416,-1.944952,-0.9001979999999999,-0.681707,-0.157328,1.021793,0.7500760000000001,-0.406968,4
127,0.883267,-0.314793,0.086258,-1.3378370000000002,0.976743,-1.470679,-4.00787,-2.445119,-1.401445,-2.014472,0
128,-0.128929,0.705861,0.413447,2.004055,0.6192300000000001,1.145386,-1.5918430000000001,0.640203,1.311343,2.396464,11
129,0.043885,-0.17347100000000001,0.285416,-0.775121,0.17234000000000002,0.024215,0.446679,0.592169,0.095265,-0.092679,5
130,0.019197,-0.605286,0.5023569999999999,0.181368,0.17234000000000002,0.10726500000000001,0.333428,-0.630749,-0.8401790000000001,0.034129,5
131,-0.240024,-0.424709,0.089814,1.094532,0.261718,0.8962370000000001,0.220177,-0.294998,-0.247731,0.848622,0
132,0.068573,-0.20487600000000003,0.424116,1.412158,0.261718,0.813187,0.069175,1.084389,0.157628,0.836988,0
133,0.994361,-0.008597,-0.148465,0.8268840000000001,0.261718,2.017408,0.55993,-0.028152999999999997,-0.5283640000000001,1.594183,0
134,0.15498,0.140576,0.228514,0.766134,-1.257711,0.273364,0.597681,0.962091,0.001721,0.035479000000000004,0
135,-0.301743,-0.511072,0.463236,0.710665,0.261718,-0.349509,0.295677,0.686353,0.781258,-0.380399,4
136,0.4142,-0.16562000000000002,0.05425,-0.8919959999999999,0.976743,0.024215,-1.629594,0.062925,1.623157,1.232385,8
137,-0.351118,-0.24413200000000002,0.594823,1.592678,0.797987,0.397939,-1.025587,1.157371,1.591976,1.2780129999999998,11
138,-0.190648,-0.063555,0.44189799999999996,1.289493,0.261718,0.439463,-0.308329,0.151866,0.8748020000000001,0.7172810000000001,0
139,0.352481,-0.448263,0.196506,-0.5280020000000001,0.976743,-1.1384809999999999,-1.365341,-0.10783399999999999,0.968347,-0.169543,8
140,-0.116585,-0.6523939999999999,0.5059130000000001,-1.24874,0.261718,-1.5537290000000001,0.371178,-2.312783,-1.307901,-1.476259,5
141,-0.26471100000000003,-0.126364,0.235627,0.176773,0.261718,-1.013906,0.257927,-3.468951,-3.459422,-0.928449,0
142,-0.116585,-0.189174,0.694403,0.974792,0.708609,-1.3461049999999999,-1.516343,-1.485415,-0.497183,-0.251602,11
143,-0.178304,0.258344,-0.12357,0.22830300000000003,0.08296100000000001,0.314889,0.7864329999999999,0.6199140000000001,0.344717,-0.032693,0
144,-0.240024,-0.534626,0.075589,-0.617039,0.17234000000000002,0.730137,0.182426,-0.550524,0.46944300000000005,0.681164,4
145,0.352481,-0.448263,0.196506,-0.5280020000000001,0.976743,-1.3461049999999999,-1.2898399999999999,0.465775,1.342524,-0.429717,8
146,0.117948,0.171981,0.21784499999999998,1.738109,0.261718,0.273364,0.333428,-0.7565029999999999,-1.2767190000000002,0.183528,0
147,0.562327,-0.29909,0.068476,-0.58926,0.976743,-0.515608,-1.365341,-1.31555,0.001721,0.479554,8
148,0.24138600000000002,-0.43256000000000006,0.349432,-1.029281,0.261718,-0.474083,0.408929,-0.009786,0.032902,-0.525687,5
149,0.167323,0.22693899999999997,0.23918299999999998,-0.094813,0.17234000000000002,0.06573999999999999,-2.686605,-0.095777,-0.9649049999999999,-1.626478,0
150,-0.22768000000000002,-0.9978459999999999,0.356544,-0.026931999999999998,0.261718,0.273364,0.144676,-0.120978,0.500624,0.287721,0
151,0.167323,0.171981,0.047137,0.268047,0.17234000000000002,0.024215,1.2016870000000002,0.657211,0.251173,-0.483916,0
152,0.562327,-0.000745,-3.210528,-2.832246,0.261718,0.730137,0.446679,0.24325500000000003,0.282354,0.5077510000000001,0
153,0.13029200000000002,-0.46396499999999996,0.338762,0.26578,0.261718,0.688613,0.295677,-0.874451,-0.341275,0.574874,0
154,0.488263,-0.259834,0.050694,-0.755517,0.976743,0.231839,-1.1010879999999998,-0.098262,0.531806,1.058562,8
155,0.229043,0.572391,0.050694,-0.980138,-0.27455100000000005,-2.176602,0.144676,-1.256119,0.40708,-1.936451,0
156,-0.301743,-0.511072,0.463236,0.710665,0.261718,0.439463,3.013707,-0.5710270000000001,0.562987,-0.9352969999999999,10
157,0.192011,-0.369751,0.278304,-0.659618,0.261718,0.397939,0.295677,-1.085613,-0.216549,0.315664,5
158,-0.128929,-0.03215,0.068476,-0.15165499999999998,-0.989576,-0.8062819999999999,0.144676,0.037937,0.064084,-0.691759,5
159,-0.116585,-0.6523939999999999,0.5059130000000001,-1.24874,0.261718,2.515706,0.484429,-1.8844020000000001,-1.744441,2.0825,4
160,0.080916,0.20338499999999998,0.249852,-0.42306099999999996,0.261718,-1.055431,0.220177,0.523672,0.812439,-0.953765,7
161,-0.32643,-0.07925700000000001,0.23918299999999998,0.5669350000000001,0.261718,0.688613,-0.34608,0.19427,0.40708,0.9743930000000001,4
162,0.043885,-0.157769,0.228514,-0.21136100000000002,0.261718,-0.22493400000000002,0.295677,-0.22844299999999998,0.064084,-0.245273,5
163,0.192011,0.085618,0.278304,-1.3473549999999999,0.261718,-1.013906,0.484429,0.299171,-0.5283640000000001,-1.0365959999999999,5
164,0.47591999999999995,-0.43256000000000006,0.11470899999999999,-0.8709600000000001,0.976743,-1.38763,-1.063338,-1.3269469999999999,0.812439,-0.6080479999999999,8
165,0.14263599999999999,-0.000745,0.153829,0.9558450000000001,0.261718,-0.10036,-0.195078,0.791235,0.18880999999999998,0.152799,5
166,0.698109,-0.369751,0.185837,-0.92264,0.976743,-0.391033,-1.893847,1.398355,2.028517,0.9827959999999999,8
167,-0.314087,-0.040001,0.303198,1.37665,0.17234000000000002,0.356414,0.182426,1.290969,1.716702,0.35281799999999996,10
168,0.599358,-2.426761,0.011573,0.5402600000000001,0.976743,-1.512204,-1.2898399999999999,1.094601,2.028517,-0.594245,8
169,0.117948,-0.212727,0.23206999999999997,0.807221,-1.0789549999999999,0.522513,0.673182,1.511916,0.905984,0.214329,0
170,0.29076199999999996,0.077766,0.11826500000000001,0.275805,0.261718,-0.432558,0.257927,0.214481,0.064084,-0.385691,0
171,0.031541,0.2976,-3.210528,-0.5835899999999999,-0.721442,-0.30798400000000004,0.710932,1.051693,0.594169,-0.533994,0
172,-0.240024,-0.424709,0.089814,1.094532,0.261718,2.266557,0.748682,-2.006486,-1.370264,1.676219,0
173,-0.00549,-0.220579,-3.210528,1.071885,0.261718,-1.22153,-2.573354,1.293978,-0.777816,-1.24034,0
174,-0.511588,-0.620989,0.491688,-2.053711,-0.006417,-0.598658,0.220177,1.06806,0.344717,-0.552438,5
175,3.265629,-0.251983,0.125378,-2.1238599999999996,0.976743,-0.9723809999999999,-0.8745850000000001,1.230742,0.687713,-0.290034,8
176,-0.240024,-0.534626,0.075589,-0.617039,0.17234000000000002,3.055529,0.824183,-1.369039,-0.715453,2.346375,4
177,0.043885,0.69801,0.022241999999999998,0.912997,0.261718,-0.01731,0.295677,0.518934,-0.216549,-0.063265,5
178,-0.079554,0.313302,0.139604,0.295528,0.261718,0.06573999999999999,0.031425,0.173573,0.001721,0.179562,0
179,0.8462350000000001,0.014957,-0.052441999999999996,0.98795,0.261718,0.273364,0.6354310000000001,0.650415,0.219991,0.021784,0
180,-0.215336,-0.20487600000000003,0.456124,-0.099826,0.17234000000000002,-0.681707,-0.006326,0.42867200000000005,0.7500760000000001,-0.49999799999999994,4
181,-0.252367,0.06991499999999999,0.24629600000000001,0.52355,0.261718,-0.30798400000000004,-0.081827,0.46439600000000003,0.531806,-0.115934,4
182,-0.314087,-0.024299,-1.681275,0.307284,0.261718,0.314889,0.371178,1.255147,0.843621,0.193715,4
183,0.13029200000000002,0.077766,0.299642,-0.693335,0.261718,0.564038,0.220177,0.981778,0.064084,0.507245,0
184,-0.091897,-0.071406,0.537921,-1.178561,0.261718,0.647088,0.52218,-0.401764,0.095265,0.424281,0
185,0.46357600000000004,0.109171,0.22495700000000002,-1.411178,0.261718,-0.515608,0.295677,0.925104,0.656532,-0.493753,0
186,0.006853,0.077766,0.342319,-0.12859,0.261718,-0.432558,0.182426,-0.631215,0.251173,-0.36439,4
187,-0.141273,-0.024299,0.562816,-1.8813669999999998,0.08296100000000001,4.342798999999999,0.144676,-1.171235,-3.054063,3.979604,3
188,-0.030177999999999996,0.09346900000000001,0.235627,1.206186,0.261718,0.439463,0.446679,0.897399,0.562987,0.267119,0
189,-0.128929,-0.511072,0.342319,0.170775,0.261718,2.141982,-0.044076,-1.037541,-0.996086,2.141088,5
190,-0.215336,0.28189699999999995,0.107596,0.73922,0.08296100000000001,1.477585,-0.044076,-0.643971,0.31353600000000004,1.5218770000000001,4
191,0.13029200000000002,-0.071406,0.214288,0.9157420000000001,0.261718,0.8962370000000001,0.55993,-0.376873,-0.497183,0.6080369999999999,0
192,-0.511588,-0.620989,0.491688,-2.053711,-0.006417,1.311485,-3.026359,-1.8642880000000002,-3.4906040000000003,1.399385,2
193,0.068573,0.007106,0.288973,0.592954,0.261718,-0.058835000000000005,0.484429,0.951917,0.7500760000000001,-0.194026,0
194,-0.252367,0.062064,0.17161099999999999,-0.420108,0.261718,-1.5952540000000002,-0.081827,0.364795,0.968347,-1.305232,7
195,-0.32643,-0.6523939999999999,0.384996,-1.6942220000000001,-0.185173,-0.557133,0.295677,-3.367351,-3.022882,-0.536694,4
196,-0.042522000000000004,-0.322644,0.310311,0.28729299999999997,0.261718,-0.432558,0.295677,0.89802,0.095265,-0.43535799999999997,0
197,-0.33877399999999996,-0.314793,0.449011,1.243006,0.797987,-0.01731,-1.1765889999999999,1.256293,2.558602,0.866439,10
198,0.080916,0.650903,-0.023991,0.472826,0.261718,0.813187,0.106925,-0.8584139999999999,-0.466001,0.798882,0
199,-0.054866,0.580242,0.032912000000000004,-0.016668000000000002,0.261718,0.854712,0.031425,0.445486,0.219991,0.9136110000000001,0
200,-0.215336,-0.20487600000000003,0.456124,-0.099826,0.17234000000000002,-1.013906,0.446679,0.294919,0.095265,-1.023902,2
201,-0.215336,0.36040900000000003,0.096927,0.28618899999999997,0.17234000000000002,-0.14188399999999998,0.182426,0.483579,0.40708,-0.109376,0
202,-0.030177999999999996,-0.220579,0.24273899999999998,1.988271,0.17234000000000002,1.26996,-0.157328,0.928502,-0.060641999999999995,1.397866,0
203,0.229043,-0.181323,0.23206999999999997,-0.893459,0.261718,-0.6401819999999999,-0.006326,-0.376738,-0.060641999999999995,-0.455165,5
